no_cargo,CATEGORIA
SEC PARTIC DO OUVIDOR AL-OG-00,SECRETARIO
SEC PARTICULAR PRESIDENTE,SECRETARIO
SEC. DA PRESIDENCIA,SECRETARIO
SEC. SET. ATENDIMENTO,SECRETARIO
SEC. SET. REC. DE CREDITO,SECRETARIO
SEC.DIRETORIA SETORIAL,SECRETARIO
SECR DIRETORIA,SECRETARIO
SECR.  D. ADMINISTRATIVA,SECRETARIO
SECR. DA DIR. OPERACAO,SECRETARIO
SECR. DA DIR. TECNICA,SECRETARIO
SECR. SUPERINTENDENCIA,SECRETARIO
SECRET ESCOLAR ESCOLA TECNICA,SECRETARIO
SECRET GER/ASSESS/CPI,SECRETARIO
SECRET.DA PRESID.,SECRETARIO
SECRET.DE DIRETORIA,SECRETARIO
SECRET.DO CONSELHO,SECRETARIO
SECRET.ESCOLAR-ESCOLA TECNICA,SECRETARIO
SECRET.VICE-PRESID.,SECRETARIO
SECRETARIA,SECRETARIO
SECRETARIA ADMINISTRATIVA,SECRETARIO
SECRETARIA CONSELHO,SECRETARIO
SECRETARIA COORDENARIA,SECRETARIO
SECRETARIA CPL,SECRETARIO
SECRETARIA DA DIRETORIA TECNI,SECRETARIO
SECRETARIA DA PRESID?NCIA,SECRETARIO
SECRETARIA DA PRESIDÒNCIA,SECRETARIO
SECRETARIA DA PRESIDENCIA,SECRETARIO
SECRETARIA DA PROCURADORIA,SECRETARIO
SECRETARIA DA SEC GERAL,SECRETARIO
SECRETARIA DA SUPERINTENDENCI,SECRETARIO
SECRETARIA DA VICE-PRESIDENCI,SECRETARIO
SECRETARIA DE DIRETORIA,SECRETARIO
SECRETARIA DE DIVISAO,SECRETARIO
SECRETARIA DE GABINETE,SECRETARIO
SECRETARIA DE SETOR NIVEL A,SECRETARIO
SECRETARIA DELEGADO REGIONAL,SECRETARIO
SECRETARIA DEP.,SECRETARIO
SECRETARIA DIR ADM,SECRETARIO
SECRETARIA DIR PRESIDENTE,SECRETARIO
SECRETARIA DIR. OPERACOES,SECRETARIO
SECRETARIA DIRETOR,SECRETARIO
SECRETARIA DIV.,SECRETARIO
SECRETARIA DOS CONSELHOS SUPE,SECRETARIO
SECRETARIA EXACUTIVA DIROP,SECRETARIO
SECRETARIA EXE DA PRESIDENCIA,SECRETARIO
SECRETARIA EXEC DIDEC,SECRETARIO
SECRETARIA EXEC DIRAF,SECRETARIO
SECRETARIA EXECUTIVA,SECRETARIO
SECRETARIA EXECUTIVA DIRETO,SECRETARIO
SECRETARIA EXECUTIVA PRESIDE,SECRETARIO
SECRETARIA GABINETE,SECRETARIO
SECRETARIA PRESIDÊNCIA,SECRETARIO
SECRETARIA PRESIDENTE,SECRETARIO
SECRETARIA PROCURADORIA,SECRETARIO
SECRETARIA SET DA CPL,SECRETARIO
SECRETARIA SET DIDEC,SECRETARIO
SECRETARIA SET DIROP,SECRETARIO
SECRETARIA SET. ADMINISTRATIV,SECRETARIO
SECRETARIA SET. DA PRESIDENCI,SECRETARIO
SECRETARIA SET. DE FINANCAS,SECRETARIO
SECRETARIA SET. DEAI,SECRETARIO
SECRETARIA SETOR,SECRETARIO
SECRETARIA SUPERINTENDENCIA,SECRETARIO
SECRETARIA VICE-PRESIDENCIA,SECRETARIO
SECRETARIA(O),SECRETARIO
SECRETARIO,SECRETARIO
SECRETARIO ADJUNTO,SECRETARIO
SECRETARIO ADJUNTO AL-DS-002,SECRETARIO
SECRETARIO ADMINISTRATIVO,SECRETARIO
SECRETARIO AL-DS-001,SECRETARIO
SECRETARIO DA COPEPE,SECRETARIO
SECRETARIO DA CORREGEDORIA,SECRETARIO
SECRETARIO DA DIRETORIA TECNIC,SECRETARIO
SECRETARIO DA PRESIDENCIA,SECRETARIO
SECRETARIO DE CONSELHO,SECRETARIO
SECRETARIO DE DIVISAO,SECRETARIO
SECRETARIO DE ESTADO,SECRETARIO
SECRETARIO DE GABINETE,SECRETARIO
SECRETARIO ESCOLAR,SECRETARIO
SECRETARIO EXECUTIVO,SECRETARIO
SECRETARIO GERAL,SECRETARIO
SECRETARIO GESTAO ESTRATEGICA,SECRETARIO
SECRETARIO PLANEJAM. FINANCAS,SECRETARIO
SECRETARIO RECURSOS HUMANOS,SECRETARIO
SECRETARIO TEC. CIENC. INFORM.,SECRETARIO
SECRETARIO(A) EXECUTIVO,SECRETARIO
SECRETARIO(A) EXECUTIVO(A),SECRETARIO
SECRETARIO(A) SET. ASSEJUR,SECRETARIO
SEG SARGENTO,MILITAR
SEG TENENTE,MILITAR
SEG VIOLINISTA PROF ORQUESTRA,MUSICO
SERRALHEIRO,OUTROS
SERV OUTRO ORGAO,OUTROS
SERVENTE,OUTROS
SERVENTE (ESTATUTARIO),OUTROS
SERVENTE PORTEIRO,OUTROS
SERVIDOR OUTRO ORGAO,OUTROS
SOCIOLOGO,OUTROS
SOCIOLOGO C5,OUTROS
SOCIOLOGO D7,OUTROS
SOLDADO DA RESERVA,MILITAR
SOLDADO ENGAJADO,MILITAR
SOLDADO RECRUTA,MILITAR
SOLDADO VOLUNTARIO BOMBEIRO,MILITAR
SOLDADO VOLUNTARIO PM,MILITAR
SOLDADOR,MILITAR
SOLDADOR  IV7,MILITAR
SPALLA,MUSICO
SS IMP.REL PUBLICAS,OUTROS
SS JURIDICO I AL-AS-003,OUTROS
SUB-CHEFE DIVISAO DE LOCUCAO,OUTROS
SUB-COOR DE CONTROLE INTERNO,SUB-COORDENADOR
SUB-COOR DE FISC E CLASSIFICAC,SUB-COORDENADOR
SUB-COOR DE INFORMATICA,SUB-COORDENADOR
SUB-COOR DE MARKETING,SUB-COORDENADOR
SUB-COOR DE PROG CONVENIADOS,SUB-COORDENADOR
SUB-COOR DE R HUMANOS,SUB-COORDENADOR
SUB-COOR DESENV E  CAPACITACAO,SUB-COORDENADOR
SUB-COOR DIVULGACAO,SUB-COORDENADOR
SUB-COOR ESTATISTICA,SUB-COORDENADOR
SUB-COOR INFRA ESTRUTURA,SUB-COORDENADOR
SUB-COOR PROM E EVENTOS,SUB-COORDENADOR
SUB-COOR TEC OPERACIONAL,SUB-COORDENADOR
SUB-COORD. AQUIVO E DOCUMEN.,SUB-COORDENADOR
SUB-COORD. CONTROLE INTERNO,SUB-COORDENADOR
SUB-COORD. DE FINANCAS,SUB-COORDENADOR
SUB-COORD. DE INVESTIMENTO,SUB-COORDENADOR
SUB-COORD. DESENV E CAPACIT.,SUB-COORDENADOR
SUB-COORD. DIVULGACAO,SUB-COORDENADOR
SUB-COORD. ESTATISTICA,SUB-COORDENADOR
SUB-COORD. FINANCAS,SUB-COORDENADOR
SUB-COORD. FISC.E CLASSIFIC.,SUB-COORDENADOR
SUB-COORD. INFORMATICA,SUB-COORDENADOR
SUB-COORD. INFRA ESTRUTURA,SUB-COORDENADOR
SUB-COORD. INVESTIMENTO,SUB-COORDENADOR
SUB-COORD. MARKETING,SUB-COORDENADOR
SUB-COORD. ORC CONTABIL,SUB-COORDENADOR
SUB-COORD. PAT.MAT. SERV.GER.,SUB-COORDENADOR
SUB-COORD. PROG CONVENIADOS,SUB-COORDENADOR
SUB-COORD. PROM E EVENTOS,SUB-COORDENADOR
SUB-COORD. PROMOCAO E EVENTOS,SUB-COORDENADOR
SUB-COORD. R HUMANOS,SUB-COORDENADOR
SUB-COORD. TEC OPERACIONAL,SUB-COORDENADOR
SUB-COORD.DE AQUIVO E DOCUMEN.,SUB-COORDENADOR
SUB-COORD.PAT.MAT. SERV.GERAIS,SUB-COORDENADOR
SUB-GERENTE,SUB-GERENTE
SUB-SECRETARIO,SUB-SECRETARIO
SUB-SECRETARIO EXECUTIVO,SUB-SECRETARIO
SUB-TENENTE DA RESERVA,MILITAR
SUB COORD DE ORC CONTABIL,SUB-COORDENADOR
SUB EDITOR,OUTROS
SUB GERENTE,SUB-GERENTE
SUB GERENTE DE ADM FINANCEIRO,SUB-GERENTE
SUB GERENTE DE PLANJAMENTO E,SUB-GERENTE
SUB GERENTE DE RH E PATRIMONI,SUB-GERENTE
SUB GERENTE DE TEC E INFORMAC,SUB-GERENTE
SUB GERENTE DE VISTORIA,SUB-GERENTE
SUB GERENTE REGIONAL,SUB-GERENTE
SUB TENENTE,MILITAR
SUBCOORD DA CRECHE AL-DG-003,SUB-COORDENADOR
SUBGERENTE,SUB-GERENTE
SUBGERENTE  I,SUB-GERENTE
SUBGERENTE (AREA ADMINISTR.),SUB-GERENTE
SUBGERENTE (AREA ADMINISTRAT),SUB-GERENTE
SUBGERENTE DE RECURSOS HUMANOS,SUB-GERENTE
SUBGERENTE DE SERVICOS GERAIS,SUB-GERENTE
SUBGERENTE DO SINDEC,SUB-GERENTE
SUBGERENTE II,SUB-GERENTE
SUBGERENTE RECUR. HUMANOS,SUB-GERENTE
SUBGERENTE REGIONAL,SUB-GERENTE
SUBGERENTE SERVICOS GERAIS,SUB-GERENTE
SUBGERENTE(AREA ADMINISTRATIVA,SUB-GERENTE
SUBSECRETARIO,SUB-SECRETARIO
SUPERINTENDENTE,SUPERITENDENTE
SUPERINTENDENTE ADJUNTO,SUPERITENDENTE
SUPERINTENDENTE EXECUTIVO,SUPERITENDENTE
SUPERV DE COMERCIAL,SUPERVISOR
SUPERV DE COMERCIAL  IV7,SUPERVISOR
SUPERVISOR,SUPERVISOR
SUPERVISOR DE C ARTESANAIS,SUPERVISOR
SUPERVISOR DE C/ ARTESANAIS,SUPERVISOR
SUPERVISOR DE ENSINO,SUPERVISOR
SUPERVISOR DE EXECUCAO,SUPERVISOR
SUPERVISOR DE OPERA??ES PORTU?,SUPERVISOR
SUPERVISOR DE OPERAÇÕES PORTU,SUPERVISOR
SUPERVISOR DE OPERACOES PORTUA,SUPERVISOR
SUPERVISOR EDUCACIONAL,SUPERVISOR
SUPERVISOR ESPECIAL-FATURAM.,SUPERVISOR
SUPERVISOR ESPECIAL-FATURAME.,SUPERVISOR
SUPERVISOR ESPECIAL-INFORMAT.,SUPERVISOR
SUPERVISOR ESPECIAL-LICITAÇÕES,SUPERVISOR
SUPERVISOR ESPECIAL-MEIO AMB.,SUPERVISOR
SUPERVISOR ESPECIAL - ARQUIVO,SUPERVISOR
SUPERVISOR ESPECIAL - FATUR.,SUPERVISOR
SUPERVISOR ESPECIAL - FATURAME,SUPERVISOR
SUPERVISOR ESPECIAL - LICITA??,SUPERVISOR
SUPERVISOR ESPECIAL - LICITACA,SUPERVISOR
SUPERVISOR ESPECIAL - MEIO AMB,SUPERVISOR
T?CNICO DE SEGURAN?A DO TRABAL,TECNICO
TABELIAO 3. ENTRANCIA,OUTROS
TABELIAO SUBSTITUTO,OUTROS
TABELIAO TERC ENTRANCIA,OUTROS
TABULADOR DE DADOS,OUTROS
TAQUIGRAFO,OUTROS
TEC AUX REG MERCANTIL C5,TECNICO
TEC AUX REG MERCANTIL C7,TECNICO
TEC CONTABILIDADE,TECNICO
TEC DE CONTABILIDADE C7,TECNICO
TEC DE GESTAO ORGANIZACIONAL,TECNICO
TEC DE N.SUPERIOR,TECNICO
TEC DE NIVEL SUPERIOR,TECNICO
TEC DE PLAN E DESENV RURAL,TECNICO
TEC EM COOPERATIVISMO,TECNICO
TEC ENFERMAGEM,TECNICO
TEC LABORATORIO,TECNICO
TEC MANUTENCAO,TECNICO
TEC MINIST DELIG APOIO ADMINIS,TECNICO
TEC NIVEL MED TEMPORARIO,TECNICO
TEC NIVEL MEDIO CONTABILI,TECNICO
TEC NIVEL SUP TEMPORARIO,TECNICO
TEC POL PUBLICAS E GESTAO GOV,TECNICO
TEC RAIOS X,TECNICO
TEC. DE GESTAO ORGANIZACIONAL,TECNICO
TEC. DE PLAN E DESENV RURAL,TECNICO
TEC. ELETRO-ELETRONICO,TECNICO
TEC. NIV. MED. CONTABIL  IX7,TECNICO
TEC. NIVEL SUPERIOR,TECNICO
TEC.ADM.E FINANCAS,TECNICO
TEC.ASSUNTOS JURIDICOS,TECNICO
TEC.CONTABILIDADE,TECNICO
TEC.DE NIV.MEDIO ESTRADA  IX7,TECNICO
TEC.DE.ORGANIZACIONAL,TECNICO
TEC.EM BIBLIOTECONOMIA,TECNICO
TEC.EM COMUNICACAO,TECNICO
TEC.EM INFORMATICA,TECNICO
TEC.EM PLANEJAMENTO,TECNICO
TEC.MINIST.DELIG.APOIO ADMINIS,TECNICO
TEC.NIVEL.MED.TEMPORARIO,TECNICO
TEC.NIVEL.SUP.TEMPORARIO,TECNICO
TEC.PLANEJ./ENG.AGRONOMO,TECNICO
TEC.POL.PUBLICAS E GESTAO GOV.,TECNICO
TEC.REC.HUM-ENG AGR.,TECNICO
TEC.RECURSOS HUMANOS,TECNICO
TECN DE ADM/FINANCAS B5,TECNICO
TECN DE ADM/FINANCAS B6,TECNICO
TECN DE CONTABILIDADE,TECNICO
TECN DE PROTESE DENTARIA,TECNICO
TECN DE RADIOLOGIA,TECNICO
TECN DE SEGURANCA DO TRABALHO,TECNICO
TECN EM AGROPECUARIA,TECNICO
TECN EM ESTUDIO E MULTIMIDIA,TECNICO
TECN EM INFORMATICA,TECNICO
TECN EM LABORATORIO,TECNICO
TECN GERENCIAMENTO COSTEIRO,TECNICO
TECN PROJETO HIST CULTURAL,TECNICO
TECNICO,TECNICO
TECNICO ADM.,TECNICO
TECNICO ADM/FINANCAS,TECNICO
TECNICO ADMINISTRATIVO,TECNICO
TECNICO AGRICOLA,TECNICO
TECNICO AGRICOLA VI7,TECNICO
TECNICO AGROPECUARIA,TECNICO
TECNICO ASSUNTOS JURIDICOS,TECNICO
TECNICO AUX REG MERCANTIL,TECNICO
TECNICO AUXILIAR,TECNICO
TECNICO BIBLIOTECONOMIA,TECNICO
TECNICO CATEGORIA ESPECIAL,TECNICO
TECNICO COMUNICACAO,TECNICO
TECNICO COMUNICACAO SOCIAL,TECNICO
TECNICO CONTABILIDADE,TECNICO
TECNICO CONTABILIDADE VI4,TECNICO
TECNICO CONTABILIDADE VI7,TECNICO
TECNICO COOPERATIVISMO,TECNICO
TECNICO DE CONTABILIDADE,TECNICO
TECNICO DE EDUCACAO,TECNICO
TECNICO DE EMFERMAGEM,TECNICO
TECNICO DE ENFERMAGEM,TECNICO
TECNICO DE EXTERNAS,TECNICO
TECNICO DE INFORMATICA,TECNICO
TECNICO DE LABORATORIO,TECNICO
TECNICO DE MANUTENCAO,TECNICO
TECNICO DE N.MEDIO,TECNICO
TECNICO DE NIVEL MEDIO,TECNICO
TECNICO DE NIVEL MEDIO (ESTATU,TECNICO
TECNICO DE NIVEL SUPERIOR,TECNICO
TECNICO DE NIVEL SUPERIOR (EST,TECNICO
TECNICO DE NIVEL SUPERIOR I,TECNICO
TECNICO DE NIVEL SUPERIOR II,TECNICO
TECNICO DE NIVEL SUPERIOR III,TECNICO
TECNICO DE PROMOTORIA,TECNICO
TECNICO DE PROTESE DENTARIA,TECNICO
TECNICO DE RADIOLOGIA,TECNICO
TECNICO DE RECURSOS HIDRICOS C,TECNICO
TECNICO DE SEGURANCA DO TRABA,TECNICO
TECNICO DE SEGURANCA DO TRABAL,TECNICO
TECNICO EDIFICACOES,TECNICO
TECNICO EDUCACAO,TECNICO
TECNICO ELETRO-ELETRONICO,TECNICO
TECNICO EM AGROPECUARIA,TECNICO
TECNICO EM ARTES,TECNICO
TECNICO EM CONTABILIDADE,TECNICO
TECNICO EM DEFESA AGROPECUARIA,TECNICO
TECNICO EM EDIFICACOES,TECNICO
TECNICO EM EDUCACAO,TECNICO
TECNICO EM ENFERMAGEM,TECNICO
TECNICO EM ESTUDIO E MULTIMID,TECNICO
TECNICO EM FOTOMECANICA,TECNICO
TECNICO EM GEOPROCESSAMENTO,TECNICO
TECNICO EM INFORMATICA,TECNICO
TECNICO EM INFORMATICA NEFETI,TECNICO
TECNICO EM LABORATORIO,TECNICO
TECNICO EM MANUTENCAO,TECNICO
TECNICO EM MECANICA,TECNICO
TECNICO EM MICROFILMAGEM,TECNICO
TECNICO EM PERICIA,TECNICO
TECNICO EM SANEAMENTO,TECNICO
TECNICO ENFERMAGEM,TECNICO
TECNICO EQUIPAMENTO GRAFICO,TECNICO
TECNICO ESTUDIO E MULTIMIDIA,TECNICO
TECNICO EXTERNAS,TECNICO
TECNICO GEOLOGIA,TECNICO
TECNICO GEOPROCESSAMENTO,TECNICO
TECNICO GESTAO ORGANIZACIONAL,TECNICO
TECNICO INFO. SENIOR,TECNICO
TECNICO INFO. SENIOR3,TECNICO
TECNICO INFO. SENIOR4,TECNICO
TECNICO INFO. SENIOR7,TECNICO
TECNICO INFORMATICA,TECNICO
TECNICO JUDICIARIO,TECNICO
TECNICO JUDICIARIO-EXE MANDADO,TECNICO
TECNICO JUDICIARIO 2 ENTRANCIA,TECNICO
TECNICO JUDICIARIO 3 ENTRANCIA,TECNICO
TECNICO JUDICIARIO ADJUNTO,TECNICO
TECNICO JUDICIARIO AUXILIAR,TECNICO
TECNICO LABORATORIO,TECNICO
TECNICO MANUTENCAO,TECNICO
TECNICO MECANICA,TECNICO
TECNICO MIN. E GEOLOGIA,TECNICO
TECNICO MINISTERIAL,TECNICO
TECNICO NIV.MEDIO ESTRADA,TECNICO
TECNICO NIVEL MEDIO,TECNICO
TECNICO NIVEL SUPERIOR,TECNICO
TECNICO NIVEL SUPERIOR III2,TECNICO
TECNICO NIVEL SUPERIOR III5,TECNICO
TECNICO NIVEL SUPERIOR IV1,TECNICO
TECNICO NIVEL SUPERIOR IV4,TECNICO
TECNICO NIVEL SUPERIOR IV5,TECNICO
TECNICO OBRAS CIVIS,TECNICO
TECNICO OPERACIONAL,TECNICO
TECNICO ORGANIZACIONAL,TECNICO
TECNICO PENITENCIARIO,TECNICO
TECNICO PESQUISA PRODUCAO,TECNICO
TECNICO PLAN E DESENV RURAL,TECNICO
TECNICO PLANEJ./ENG.AGRONOMO,TECNICO
TECNICO PLANEJAMENTO,TECNICO
TECNICO PROTESE DENTARIA,TECNICO
TECNICO RADIOLOGIA,TECNICO
TECNICO REC.HUM-ENG AGR.,TECNICO
TECNICO RECURSOS HIDRICOS,TECNICO
TECNICO RECURSOS HUMANOS,TECNICO
TECNICO REGISTRO MERCANTIL,TECNICO
TECNICO SANEAMENTO,TECNICO
TECNICO SEGUR TRABALHO,TECNICO
TECNICO SEGURANCA DO TRABALHO,TECNICO
TECNICO SOCIAL/PEDAGOGA,TECNICO
TECNICO SOCIAL/PEDAGOGIA,TECNICO
TECNICO SOCIAL/PEDAGOGIA (ESTA,TECNICO
TECNICO SOCIAL/PSICOLOGIA,TECNICO
TECNICO SOCIAL/SERVICO SOCIAL,TECNICO
TECNOLOGO EM COOPERATIVISMO,TECNICO
TECNOLOGO EM GEOPROCESSAMENTO,TECNICO
TECNOLOGO GEOPROCESSAMENTO,TECNICO
TELEFONISTA,TELEFONISTA
TELEFONISTA - B4,TELEFONISTA
TELEFONISTA - C7,TELEFONISTA
TELEFONISTA - D7,TELEFONISTA
TELEFONISTA  II6,TELEFONISTA
TELEFONISTA  II7,TELEFONISTA
TELEFONISTA II3,TELEFONISTA
TELEFONISTA II7,TELEFONISTA
TELEPTISTA,OUTROS
TENENTE CORONEL,MUSICO
TERAPEUTA OCUPACIONAL,OUTROS
TERC SARGENTO,MUSICO
TESOUREIRO,OUTROS
TOPOGRAFO,OUTROS
TOPOGRAFO  IX6,OUTROS
TOPOGRAFO  IX7,OUTROS
TORNEIRO MECANICO,OUTROS
TORNEIRO MECANICO  IV7,OUTROS
TORNEIRO MECANICO II VI7,OUTROS
TRABALHADOR PORTUARIO,OUTROS
TRATORISTA,OUTROS
TRATORISTA  VI3,OUTROS
TROMBONISTA PROF DE ORQUESTRA,MUSICO
TROMBONISTA SUBSTITUTO,MUSICO
TROMPETISTA PROF ORQUESTRA,MUSICO
TROMPETISTA SUBSTITUTO,MUSICO
TROMPISTA PROF ORQUESTRA,MUSICO
TUBISTA PROF ORQUESTRA,MUSICO
TUBISTA SUBSTITUTO,MUSICO
VENDEDOR,VENDEDOR
VENDEDOR CAIXA,VENDEDOR
VENDEDOR CAIXA I3,VENDEDOR
VENDEDOR CAIXA I5,VENDEDOR
VENDEDOR CAIXA I7,VENDEDOR
VENDEDOR CAIXA VI7,VENDEDOR
VETERINARIO,VETERINARIO
VETERINARIO II2,VETERINARIO
VICE-DELEGADO REGIONAL,VICE DELEGADO
VICE-PRESIDENTE,VICE PRESIDENTE
VICE DIR CASA DE PERMANEN,VICE DIRETOR
VICE DIR.,VICE DIRETOR
VICE DIRETOR ESCOLA TECNCIA,VICE DIRETOR
VICE DIRETOR ESCOLAR,VICE DIRETOR
VICE DIRETORA,VICE DIRETOR
VICE GOVERNADOR,VICE GOVERNADOR
VICE PRESIDENTE,VICE PRESIDENTE
VIGIA,VIGILANTE
VIGIA - C6,VIGILANTE
VIGIA - C7,VIGILANTE
VIGIA - D6,VIGILANTE
VIGIA - D7,VIGILANTE
VIGILANTE,VIGILANTE
VIGILANTE (ESTATUTARIO),VIGILANTE
VIGILANTE C5,VIGILANTE
VIGILANTE I  II3,VIGILANTE
VIGILANTE I  II4,VIGILANTE
VIGILANTE I II7,VIGILANTE
VIGILANTE II  IV7,VIGILANTE
VIGILANTE NEFETIVO,VIGILANTE
VIGILANTE PENITENCIARIO,VIGILANTE
VIOLISTA PROF ORQUESTRA,MUSICO
VIOLONCELISTA PROF ORQUESTRA,MUSICO
VIOLONCELISTA SUBSTITUTO,MUSICO
VISITADOR SANITARIO,FISCAL
VISITADOR SOCIAL,FISCAL
VOGAL,OUTROS
ZELADOR,OUTROS
ZOOTECNISTA,TECNICO
